sentence_id,premise,hypothesis,nli_label,pred_label,prob_entail,date,hypothesis_label,outlet,country,year
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to labor market position as a social group, specifically ""wage and salary earners"".",1,1,4.0267925e-05,2023-08-26,wage and salary earners,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to labor market position as a social group, specifically ""civil servants"".",1,1,3.0787283e-05,2023-08-26,civil servants,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to labor market position as a social group, specifically ""CEOs and corporate leaders"".",1,1,3.3225093e-05,2023-08-26,CEOs and corporate leaders,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to labor market position as a social group, specifically ""employers"".",1,1,3.08437e-05,2023-08-26,employers,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to labor market position as a social group, specifically ""entrepreneurs"".",1,1,4.6458797e-05,2023-08-26,entrepreneurs,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to labor market position as a social group, specifically ""self-employed and freelancers"".",1,1,2.9106055e-05,2023-08-26,self-employed and freelancers,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to labor market position as a social group, specifically ""unemployed"".",1,1,2.9991686e-05,2023-08-26,unemployed,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to labor market position as a social group, specifically ""retirees"".",1,1,2.8665889e-05,2023-08-26,retirees,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to labor market position as a social group, specifically ""housewives and househusbands"".",1,1,3.0377665e-05,2023-08-26,housewives and househusbands,Spiegel,Germany,2023.0
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to labor market position as a social group, specifically ""wage and salary earners"".",1,1,3.9461098e-05,2021-10-15,wage and salary earners,FAZ,Germany,2021.0
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to labor market position as a social group, specifically ""civil servants"".",1,1,3.1681346e-05,2021-10-15,civil servants,FAZ,Germany,2021.0
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to labor market position as a social group, specifically ""CEOs and corporate leaders"".",1,1,3.730043e-05,2021-10-15,CEOs and corporate leaders,FAZ,Germany,2021.0
